 0.100000	1.000000000000
 0.200000	0.966400000000
 0.300000	0.899200000000
 0.400000	0.799528960000
 0.500000	0.669644800000
 0.600000	0.512896466944
 0.700000	0.333648068608
 0.800000	0.137166348983
 0.900000	-0.070525945748
 1.000000	-0.282827029804
 1.100000	-0.492758442083
 1.200000	-0.693186866161
 1.300000	-0.877058606585
 1.400000	-1.037639268306
 1.500000	-1.168750760845
 1.600000	-1.264997573970
 1.700000	-1.321974361530
 1.800000	-1.336447230605
 1.900000	-1.306501761132
 2.000000	-1.231651664711
 2.100000	-1.112903109116
 2.200000	-0.952771057586
 2.300000	-0.755245461591
 2.400000	-0.525706758060
 2.500000	-0.270791807020
 2.600000	0.001786891091
 2.700000	0.283464193917
 2.800000	0.565081457203
 2.900000	0.837174323574
 3.000000	1.090280452982
 3.100000	1.315257525119
 3.200000	1.503601174035
 3.300000	1.647752170107
 3.400000	1.741382166731
 3.500000	1.779647690440
 3.600000	1.759402773347
 3.700000	1.679361693855
 3.800000	1.540204681179
 3.900000	1.344621115589
 4.000000	1.097286672711
 4.100000	0.804772960350
 4.200000	0.475390415785
 4.300000	0.118967499753
 4.400000	-0.253428534250
 4.500000	-0.629821876244
 4.600000	-0.997700019487
 4.700000	-1.344416147689
 4.800000	-1.657609555236
 4.900000	-1.925630580221
 5.000000	-2.137955924149
 5.100000	-2.285580080583
 5.200000	-2.361368917964
 5.300000	-2.360362264639
 5.400000	-2.280013615669
 5.500000	-2.120356794608
 5.600000	-1.884091516060
 5.700000	-1.576582249214
 5.800000	-1.205767507428
 5.900000	-0.781979602068
 6.000000	-0.317677908459
